"ID","gender","age_group","age","edu","work_status","salary_or_ind","no_prof_activity","CSP","region","departement","commune_type","region_uda5","situation_dom","n_pers_dom","maladies1","maladies2","maladies3","maladies4","maladies5","maladies6","maladies7","maladies8","tf_femalemosq","example_dce","choice1","certainty1","choice2","certainty2","choice3","certainty3","choice4","certainty4","choice5","certainty5","choice6","certainty6","choice7","certainty7","choice8","certainty8","choice9","certainty9","choice10","certainty10","exercise_difficulty","freq_prevention","prev_activity1","prev_activity2","prev_activity3","prev_activity4","prev_activity5","prev_activity6","prev_activity7","prev_activity8","prev_activity9","prev_activity_other","eco_products","ac","hist_mborne","confiance_nat","confiance_reg","disease_prob","disease_fear","gmo_mosquito","housing_type","housing_other","langue","precarity","pregnant","dep_children","chronic_dis","freq_bites_cat","freq_bites_num","diet","diet_other","healthinfo1","healthinfo2","healthinfo3","healthinfo4","healthinfo5","healthinfo6","healthinfo_other","count_prev","activity_gouttieres","activity_pieges","activity_vetements","activity_insecticide","activity_moustiquaires","activity_vidage","activity_spirales","activity_repulsif","activity_recipients","mbd_maladie","mbd_know","confiance","threat","place","edu2","precarity2","age_group2","risk","asc_b_mean","b_part2_mean","b_part3_mean","b_part4_mean","b_freq_mean","b_env2_mean","b_env3_mean","b_se2_mean","b_se3_mean"
"991","Man","40 to 49",43,"Bac (général, pro et technologique)","Ouvrier(e)","Salarié(e)","","CSP-","Provence-Alpes-Côte d'Azur","Alpes-Maritimes - (6)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South East","En famille","3 personnes","La dengue","Le chikungunya","Le paludisme","","","","","","Faux","Non, allez directement aux 10 votes","B",9,"B",8,"A",8,"B",8,"B",7,"B",8,"B",8,"B",9,"A",5,"B",8,2,"A few times","Usage de bougies et/ou de spirales anti-moustiques","","","","","","","","","","Oui","Non","No or unsure",5,5,5,5,5,"Appartement","","No","No, never","","Yes","No","Sometimes","1 to 5 times per week","Omnivore","","Famille","","","","","","",1,"No","No","No","No","No","No","Yes","No","No",3,3,5,5,"Provence-Alpes-Côte d'Azur Ville (entre 20 000 et 100 000 habitants)","Equal to secondary school","No",NA,"High exposure",1.27401833702082,0.844491266295998,0.863211845360331,1.0893157458026,-0.216398721507594,-2.69930460136657,-2.12678160731678,-0.259332906206804,-2.80047993241894
"992","Woman","40 to 49",45,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Grand Est","Meurthe-et-Moselle - (54)","Small town (between 2.000 and 20.000 inhabitants)","North East","Seul","2 personnes","Le chikungunya","Le paludisme","La dengue","Le Zika","","","","","Je ne sais pas","Oui, montrez-moi un exemple","B",6,"B",6,"A",7,"B",7,"B",7,"B",8,"B",6,"B",7,"B",6,"B",6,4,"A few times","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","","","","","","Non","No or unsure",5,5,4,5,5,"Appartement","","No","No, never","I rather not respond","No","No","Never or almost never","Never","Omnivore","","Les médias (journaux, magazines, télévision, radio)","Professionnels de santé","Votre propre recherche par internet","","","","",1,"No","No","No","No","No","Yes","No","No","No",4,4,5,4.5,"Grand Est Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","5 or more years beyond secondary school","No",NA,"Medium exposure",0.61904245157192,-0.0605273447374626,0.246156914405151,-0.325671259344579,-0.525629979845403,-3.34838156496804,-1.96579776683307,-1.04770975159812,-3.04124636795281
"993","Man","70 to 79",74,"Bac+7 et au‐delà (Doctorat, post‐doc, thèse)","Retraité(e)","","","Inactifs","Nouvelle-Aquitaine","Gironde - (33)","Village (<2 000 inhabitants)","South West","En couple","2 personnes","La dengue","Le paludisme","Le Zika","Le chikungunya","","","","","Vrai","Oui, montrez-moi un exemple","A",7,"B",8,"A",7,"A",7,"B",7,"B",9,"A",6,"B",9,"B",7,"B",8,8,"A few times","Usage des pièges à moustiques","Usage de bougies et/ou de spirales anti-moustiques","Usage des répulsifs cutanés","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","","Non","Non","No or unsure",9,7,5,3,5,"Maison individuelle","","No","No, never","","No","Yes","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",4,"No","Yes","No","No","No","Yes","Yes","Yes","No",4,4,8,4,"Nouvelle-Aquitaine Village / Zone rurale (moins de 2 000 habitants)","5 or more years beyond secondary school","No",NA,"High exposure",0.671209483639927,-0.39658570776345,-0.651933423039752,-0.660951297113746,-0.634812663884879,-1.76233118892903,-1.2916947084218,0.462888890082881,-0.430254483130785
"994","Woman","40 to 49",42,"Bac (général, pro et technologique)","Sans activité professionnelle actuelle","","Homme/Femme au foyer","Inactifs","Pays de la Loire","Sarthe - (72)","Village (<2 000 inhabitants)","North West","En famille","4 personnes","Les moustiques transmettent des maladies, mais je ne les connais pas","","","","","","","","Je ne sais pas","Oui, montrez-moi un exemple","B",5,"A",5,"A",5,"B",5,"B",5,"A",5,"A",5,"A",5,"B",5,"B",5,1,"Never","","","","","","","","","","","","Non","No or unsure",5,5,5,5,5,"Maison individuelle","","No","No, never","No","Yes","No","Never or almost never","Never","Omnivore","","Votre propre recherche par internet","","","","","","",0,"No","No","No","No","No","No","No","No","No",0,0,5,5,"Pays de la Loire Village / Zone rurale (moins de 2 000 habitants)","Equal to secondary school","No",NA,"Low exposure",-0.614112293103159,0.268292564228431,0.510486196640296,-0.52844869656346,-0.180872984251399,-1.14192935325479,-0.432908102725088,0.162520638410538,-0.308387790809011
"995","Woman","70 to 79",74,"Bac (général, pro et technologique)","Retraité(e)","","","Inactifs","Nouvelle-Aquitaine","Charente-Maritime - (17)","Village (<2 000 inhabitants)","North West","En couple","2 personnes","Le chikungunya","La dengue","","","","","","","Faux","Non, allez directement aux 10 votes","A",9,"A",9,"A",8,"A",8,"A",8,"A",8,"B",7,"A",8,"A",8,"A",8,7,"Several times a week","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","Usage des pièges à moustiques","","","","","","","Non","Oui","No or unsure",6,5,3,2,1,"Maison individuelle","","No","No, never","","No","Yes","Never or almost never","Never","Reduced-meat diet","","Famille","Professionnels de santé","","","","","",4,"Yes","Yes","No","No","No","Yes","No","No","Yes",2,2,5.5,2.5,"Nouvelle-Aquitaine Village / Zone rurale (moins de 2 000 habitants)","Equal to secondary school","No",NA,"Medium exposure",-2.07104205372396,-0.929033359255543,-0.68441334738086,-1.09949451919008,0.511827123314205,0.189042284070613,0.705742009967206,-1.37095058006128,-0.613692649356471
"996","Woman","40 to 49",45,"Bac (général, pro et technologique)","Sans activité professionnelle actuelle","","Au chômage","Inactifs","Auvergne-Rhône-Alpes","Drôme - (26)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South East","En couple","2 personnes","Le paludisme","Le chikungunya","","","","","","","Faux","Oui, montrez-moi un exemple","B",6,"B",6,"B",6,"A",6,"A",6,"B",6,"B",6,"B",6,"B",6,"B",6,1,"Several times a week","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Usage des répulsifs cutanés","","","","","","","","Oui","Non","No or unsure",5,5,5,3,5,"Appartement","","Yes","Yes, sometimes","No","No","No","Often","1 to 5 times per week","Omnivore","","Famille","Professionnels de santé","","","","","",3,"No","No","No","Yes","No","Yes","No","Yes","No",2,2,5,4,"Auvergne-Rhône-Alpes Ville (entre 20 000 et 100 000 habitants)","Equal to secondary school","Yes",NA,"High exposure",-0.858524519563239,-2.25597424313278,-1.94961234729607,-1.93414943213801,-0.259149470080718,-0.0428396778322858,0.255827909471099,-2.03785692483242,-1.91188076609774
"997","Woman","40 to 49",40,"Aucun diplôme","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Provence-Alpes-Côte d'Azur","Bouches-du-Rhône - (13)","Large city (>100 000 inhabitants)","South East","Seul","1 personne","La dengue","Le Zika","Le chikungunya","Le paludisme","","","","","Faux","Oui, montrez-moi un exemple","A",4,"A",7,"A",8,"B",7,"B",8,"A",7,"B",8,"B",6,"A",6,"B",6,6,"A few times","Le port des vêtements longs, amples et clairs","Usage des répulsifs cutanés","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","","","Oui","Non","No or unsure",3,3,8,7,5,"Appartement","","No","No, never","No","No","No","Sometimes","Less than once a week","Other","Pesco-végétarisme","Vos amis, voisins ou autres sources communautaires","Famille","Professionnels de santé","Votre propre recherche par internet","","","",3,"No","No","Yes","No","No","Yes","No","Yes","No",4,4,3,7.5,"Provence-Alpes-Côte d'Azur Grande ville (plus de 100 000 habitants)","Lower than secondary school","No",NA,"High exposure",1.10140172314361,1.28901923900715,0.644434564897432,1.49500919785294,0.0875757887668257,-2.21815099037621,-1.6908618925921,1.02208719684857,0.0812245412343327
"998","Man","70 to 79",72,"Bac+7 et au‐delà (Doctorat, post‐doc, thèse)","Retraité(e)","","","Inactifs","Auvergne-Rhône-Alpes","Savoie - (73)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South East","En couple","2 personnes","Les moustiques transmettent des maladies, mais je ne les connais pas","","","","","","","","Faux","Oui, montrez-moi un exemple","A",7,"A",7,"B",7,"B",7,"B",6,"B",6,"A",7,"A",7,"A",7,"B",7,6,"Never","","","","","","","","","","","","Non","No or unsure",6,6,6,6,8,"Maison individuelle","","Yes","No, never","","No","Yes","Never or almost never","Never","Omnivore","","Professionnels de santé","","","","","","",0,"No","No","No","No","No","No","No","No","No",0,0,6,6,"Auvergne-Rhône-Alpes Ville (entre 20 000 et 100 000 habitants)","5 or more years beyond secondary school","No",NA,"High exposure",0.048568248331393,0.654163161504258,0.778570568217801,0.138562264959532,-0.240093615740234,-0.863532270621925,-0.700432792692775,0.717264806576648,-0.0914239494932169
"999","Man","50 to 59",55,"Bac+2 (BTS ou autre)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Provence-Alpes-Côte d'Azur","Bouches-du-Rhône - (13)","Small town (between 2.000 and 20.000 inhabitants)","South East","En famille","4 personnes","Le Zika","Le paludisme","La dengue","Le chikungunya","","","","","Vrai","Non, allez directement aux 10 votes","A",8,"B",7,"A",7,"A",7,"B",7,"B",9,"B",8,"B",7,"B",7,"B",7,3,"Several times a week","Usage des répulsifs cutanés","Usage de bougies et/ou de spirales anti-moustiques","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","","","","","","","","Oui","Non","Yes",7,8,7,7,7,"Appartement","","No","No, never","","Yes","Yes","Sometimes","1 to 5 times per week","Omnivore","","Réseaux sociaux (Facebook, X [ex Twitter], Instagram, WhatsApp)","Professionnels de santé","Votre propre recherche par internet","","","","",3,"No","No","No","Yes","No","No","Yes","Yes","No",4,4,7.5,7,"Provence-Alpes-Côte d'Azur Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","2–4 years beyond secondary school","No",NA,"High exposure",0.248641903479965,-0.625100913541621,-0.486736165697608,-0.959723005179468,-0.638736244747783,-2.71028017862216,-1.47698147807163,-0.651910989009735,-1.72920198605011
"1000","Man","60 to 69",64,"Bac+2 (BTS ou autre)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Ile-de-France","Val-de-Marne - (94)","Large city (>100 000 inhabitants)","Paris region","En couple","3 personnes","La dengue","Le chikungunya","Le Zika","","","","","","Je ne sais pas","Oui, montrez-moi un exemple","B",6,"B",7,"A",8,"A",7,"B",7,"B",8,"B",8,"B",8,"A",6,"B",7,7,"Several times a week","Le port des vêtements longs, amples et clairs","Utilisation de moustiquaires (sur les fenêtres)","Autre","","","","","","","utilisation de répulsif par appareil se branchant ","Oui","Non","No or unsure",3,3,4,7,9,"Appartement","","No","No, never","","Yes","Yes","Sometimes","Less than once a week","Reduced-meat diet","","Professionnels de santé","Votre propre recherche par internet","","","","","",4,"No","No","Yes","No","Yes","No","No","No","No",3,3,3,5.5,"Ile-de-France Grande ville (plus de 100 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",0.849534347016165,0.137963370373111,0.0957133270679057,0.368566192400403,-0.22940373586698,-1.49834273315145,-1.47188065809495,-0.198751857151114,-2.21733483616261
"1001","Man","18 to 29",27,"Bac+3/4 (Licence, Maîtrise)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Hauts-de-France","Nord - (59)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North East","Seul","1 personne","Le paludisme","","","","","","","","Faux","Oui, montrez-moi un exemple","B",6,"A",6,"A",5,"B",6,"A",7,"B",6,"A",7,"A",6,"B",6,"B",6,8,"A few times","Le port des vêtements longs, amples et clairs","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","","","","","","","","","Non","No or unsure",7,7,5,5,5,"Maison mitoyenne","","No","No, never","","No","No","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","Votre propre recherche par internet","","","","","",3,"No","No","Yes","No","No","Yes","No","No","Yes",1,1,7,5,"Hauts-de-France Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","No",NA,"Low exposure",-1.62545367400539,-1.40654261559458,-1.11217784713589,-2.20674960996038,0.0121284612876731,-0.717940201073906,0.109893972406668,-1.47547788825699,-1.40644842183767
"1002","Woman","30 to 39",39,"Bac (général, pro et technologique)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Grand Est","Vosges - (88)","Village (<2 000 inhabitants)","North East","En couple","2 personnes","Le Zika","Le chikungunya","Le paludisme","","","","","","Je ne sais pas","Non, allez directement aux 10 votes","A",4,"A",5,"A",5,"B",4,"B",8,"B",6,"B",5,"B",7,"B",5,"B",6,5,"Never","","","","","","","","","","","","Non","No or unsure",2,2,5,5,6,"Maison individuelle","","No","No, never","No","No","No","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",0,"No","No","No","No","No","No","No","No","No",3,3,2,5,"Grand Est Village / Zone rurale (moins de 2 000 habitants)","Equal to secondary school","No",NA,"Low exposure",0.629607778640936,0.252099184367898,-0.00942090907066908,-0.522216073366098,-0.431649336869863,-3.99837762970721,-2.29330579411643,-0.105515873971588,-1.20061402345857
"1003","Woman","70 to 79",70,"Bac (général, pro et technologique)","Retraité(e)","","","Inactifs","Hauts-de-France","Nord - (59)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North East","En couple","3 personnes","Le chikungunya","Le Zika","La dengue","","","","","","Faux","Non, allez directement aux 10 votes","A",10,"A",10,"A",10,"B",10,"B",10,"B",10,"B",10,"B",10,"B",10,"A",10,1,"A few times","L’entretien des gouttières pour faciliter le bon écoulement des eaux","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","","","","","","","","","Oui","Non","No or unsure",8,8,2,10,10,"Maison mitoyenne","","No","No, never","","No","Yes","Never or almost never","Never","Reduced-meat diet","","Les médias (journaux, magazines, télévision, radio)","Professionnels de santé","Votre propre recherche par internet","","","","",2,"Yes","No","No","Yes","No","No","No","No","No",3,3,8,6,"Hauts-de-France Ville (entre 20 000 et 100 000 habitants)","Equal to secondary school","No",NA,"Low exposure",0.109346027456156,0.211037354880903,-0.0200049708650192,-0.418006362688222,-0.16061703538523,-2.93889732576095,-1.63111763639438,-0.175783391345553,-0.613511289472361
"1004","Woman","18 to 29",27,"Bac+7 et au‐delà (Doctorat, post‐doc, thèse)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Nouvelle-Aquitaine","Charente-Maritime - (17)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North West","Seul","1 personne","Le paludisme","Le Zika","Le chikungunya","La dengue","","","","","Vrai","Oui, montrez-moi un exemple","A",8,"A",7,"A",8,"B",7,"B",8,"B",9,"A",6,"B",9,"A",7,"B",7,2,"Never","","","","","","","","","","","","Non","No or unsure",7,6,5,4,4,"Appartement","","No","No, never","No","No","No","Often","5 to 10 times per week","Omnivore","","Professionnels de santé","Votre propre recherche par internet","","","","","",0,"No","No","No","No","No","No","No","No","No",4,4,6.5,4.5,"Nouvelle-Aquitaine Ville (entre 20 000 et 100 000 habitants)","5 or more years beyond secondary school","No",NA,"Medium exposure",1.68997881464795,1.29966474062259,0.437030772560478,1.14366220207679,-0.15647586872058,-2.18871755639578,-2.16282699129655,1.72294306293435,0.23343660498863
"1005","Man","18 to 29",29,"CAP/BEP (ou autre diplôme technique)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Nouvelle-Aquitaine","Dordogne - (24)","Village (<2 000 inhabitants)","South West","En couple","2 personnes","VIH","Le COVID","Le chikungunya","","","","","","Vrai","Oui, montrez-moi un exemple","B",8,"B",9,"B",6,"A",3,"B",7,"B",4,"A",6,"A",9,"B",7,"A",8,2,"Several times a week","Usage des pièges à moustiques","Usage des répulsifs cutanés","Usage de bougies et/ou de spirales anti-moustiques","","","","","","","","Non","Non","No or unsure",7,6,8,9,10,"Maison individuelle","","No","Yes, often","","No","No","Often","5 to 10 times per week","Omnivore","","Votre propre recherche par internet","","","","","","",3,"No","Yes","No","No","No","No","Yes","Yes","No",-1,-1,6.5,8.5,"Nouvelle-Aquitaine Village / Zone rurale (moins de 2 000 habitants)","Lower than secondary school","Yes",NA,"High exposure",-1.09955357459761,-0.59037709091204,0.35657268812004,-1.29873365273511,-0.533371587949124,0.344661624845848,0.388134651006549,-0.530821337613193,-1.06524491342683
"1006","Woman","40 to 49",40,"CAP/BEP (ou autre diplôme technique)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Bourgogne-Franche-Comté","Côte-d'or - (21)","Large city (>100 000 inhabitants)","North East","En famille","5 personnes","La dengue","Le chikungunya","Le Zika","Le paludisme","","","","","Je ne sais pas","Oui, montrez-moi un exemple","A",6,"A",8,"A",6,"A",6,"B",7,"B",10,"A",6,"A",5,"B",9,"A",5,2,"A few times","Usage des répulsifs cutanés","","","","","","","","","","Oui","Non","No or unsure",6,6,6,6,8,"Appartement","","Yes","No, never","No","Yes","No","Often","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",1,"No","No","No","No","No","No","No","Yes","No",4,4,6,6,"Bourgogne-Franche-Comté Grande ville (plus de 100 000 habitants)","Lower than secondary school","No",NA,"High exposure",-1.03081938552751,-0.251798423128853,0.0096671963295125,-1.45567859757554,-0.344878468006462,-1.15686928073432,-0.409804079188244,0.119696638229825,0.0262098455281355
"1007","Woman","18 to 29",18,"Bac (général, pro et technologique)","Etudiant(e)","","","Inactifs","Ile-de-France","Paris - (75)","Large city (>100 000 inhabitants)","Paris region","En famille","3 personnes","Le chikungunya","La dengue","","","","","","","Faux","Oui, montrez-moi un exemple","B",4,"A",5,"A",7,"B",9,"B",9,"B",8,"B",10,"A",8,"B",6,"B",9,1,"Several times a week","Utilisation de moustiquaires (sur les fenêtres)","Usage de bougies et/ou de spirales anti-moustiques","Usage des répulsifs cutanés","","","","","","","","Oui","Oui","No or unsure",5,7,2,7,9,"Appartement","","Yes","Yes, often","No","No","Yes","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","Votre propre recherche par internet","","","","","",3,"No","No","No","No","Yes","No","Yes","Yes","No",2,2,6,4.5,"Ile-de-France Grande ville (plus de 100 000 habitants)","Equal to secondary school","Yes",NA,"High exposure",-1.26593721096098,-0.300710845364656,0.43089148731963,-1.60265662327871,-0.220514705721936,-2.58248192370611,-0.899492797049958,-1.48899009404704,-2.51217520876807
"1008","Woman","30 to 39",35,"Bac (général, pro et technologique)","Sans activité professionnelle actuelle","","Homme/Femme au foyer","Inactifs","Nouvelle-Aquitaine","Pyrénées-Atlantiques - (64)","Large city (>100 000 inhabitants)","South West","En colocation","2 personnes","La dengue","Le chikungunya","Le Zika","","","","","","Faux","Non, allez directement aux 10 votes","A",8,"A",8,"A",10,"A",1,"A",8,"B",10,"B",10,"A",8,"B",10,"B",8,1,"Several times a week","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage de bougies et/ou de spirales anti-moustiques","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Le port des vêtements longs, amples et clairs","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","Non","Non","No or unsure",1,1,10,10,10,"Appartement","","No","Yes, often","No","No","No","Often","More than 10 times per week","Omnivore","","Famille","Professionnels de santé","Votre propre recherche par internet","","","","",6,"Yes","No","Yes","Yes","No","Yes","Yes","No","Yes",3,3,1,10,"Nouvelle-Aquitaine Grande ville (plus de 100 000 habitants)","Equal to secondary school","Yes",NA,"High exposure",-2.3203178321171,-2.0748416888423,-1.59889147989825,-3.01836505238196,-0.0695679162269359,-1.41418278728502,0.200013871203256,-2.27925949971871,-1.63411528593514
"1009","Man","60 to 69",60,"Bac+3/4 (Licence, Maîtrise)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Bretagne","Finistère - (29)","Small town (between 2.000 and 20.000 inhabitants)","North West","En couple","2 personnes","Le paludisme","La dengue","Le chikungunya","","","","","","Je ne sais pas","Non, allez directement aux 10 votes","B",1,"B",1,"B",1,"A",1,"B",1,"B",1,"B",1,"B",1,"B",1,"B",1,1,"A few times","Utilisation de moustiquaires (sur les fenêtres)","","","","","","","","","","","Non","No or unsure",4,4,5,3,5,"Maison individuelle","","No","No, never","","No","Yes","Never or almost never","Never","Omnivore","","Professionnels de santé","","","","","","",1,"No","No","No","No","Yes","No","No","No","No",3,3,4,4,"Bretagne Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","2–4 years beyond secondary school","No",NA,"Low exposure",0.32010485040194,-0.770400519328628,-0.349610041900845,-0.835046023827332,-0.711219419496489,-1.28027637996669,-0.876499478437032,-0.711708663276353,-1.88210241762603
"1010","Woman","50 to 59",57,"Bac (général, pro et technologique)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Normandie","Manche - (50)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North West","En famille","3 personnes","Le chikungunya","Le Zika","La dengue","","","","","","Faux","Oui, montrez-moi un exemple","A",6,"B",7,"A",6,"B",7,"B",8,"B",8,"B",7,"B",7,"B",6,"B",7,2,"A few times","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Usage des répulsifs cutanés","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","","","","","","","Oui","Non","No or unsure",8,8,2,4,6,"Maison mitoyenne","","No","No, never","No","No","No","Sometimes","Less than once a week","Reduced-meat diet","","Professionnels de santé","","","","","","",4,"Yes","No","No","No","No","Yes","No","Yes","Yes",3,3,8,3,"Normandie Ville (entre 20 000 et 100 000 habitants)","Equal to secondary school","No",NA,"Low exposure",0.673572316661746,0.0353953311234058,0.216682438603061,-0.256894392072183,-0.616115784500652,-3.88011797441927,-2.11060133010219,-0.755574337062309,-2.3329019703224
"1011","Man","40 to 49",43,"Bac+3/4 (Licence, Maîtrise)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Grand Est","Haut-Rhin - (68)","Small town (between 2.000 and 20.000 inhabitants)","North East","En famille","5 personnes","Le chikungunya","La dengue","Le paludisme","Le Zika","","","","","Faux","Non, allez directement aux 10 votes","A",5,"B",3,"A",5,"B",9,"B",10,"B",7,"B",7,"B",6,"A",3,"B",5,1,"Several times a week","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","","","","Non","No or unsure",2,2,5,5,10,"Maison individuelle","","No","No, never","","Yes","No","Sometimes","1 to 5 times per week","Reduced-meat diet","","Autre","","","","","","aucune",3,"Yes","No","No","No","No","Yes","No","No","Yes",4,4,2,5,"Grand Est Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",1.30910955671584,0.922240032547482,0.815005888842986,1.1553018585674,-0.285415930035578,-3.20415432479765,-2.25457299007599,-0.00380815621223465,-2.14361530979112
"1012","Man","40 to 49",45,"Bac+2 (BTS ou autre)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Ile-de-France","Seine-et-Marne - (77)","Small town (between 2.000 and 20.000 inhabitants)","Paris region","En couple","2 personnes","Le chikungunya","La dengue","Le paludisme","Le Zika","","","","","Faux","Oui, montrez-moi un exemple","A",7,"A",1,"A",7,"B",6,"B",8,"B",10,"B",6,"B",8,"B",8,"B",9,4,"A few times","Utilisation de moustiquaires (sur les fenêtres)","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","","","","","","","","","Non","No or unsure",3,5,5,6,2,"Maison individuelle","","No","No, never","","No","No","Never or almost never","Never","Omnivore","","Famille","","","","","","",3,"No","No","No","No","Yes","Yes","No","No","Yes",4,4,4,5.5,"Ile-de-France Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",0.608393598663404,0.238291046867988,-0.0237200847356433,-0.515315970665577,-0.418160667536083,-3.94136308199392,-2.26045337470267,-0.131783855255765,-1.17914168312874
